Unique ID,Title,Authors,Authors-revised,Authors (Full Names),Authors (Full Names)-revised
WOS:000343609900038,Open data and open code for big science of science studies,"Light, RP|Polley, DE|Borner, K","Light, RP|Polley, DE|Borner, K","Light, Robert P.|Polley, David E.|Boerner, Katy","Light, Robert P.|Polley, David E.|Boerner, Katy"
WOS:000335579900008,"Response: ""Why we still need grant peer review""","Bollen, J|Crandall, D|Junk, D|Ding, Y|Borner, K","Bollen, J|Crandall, D|Junk, D|Ding, Y|Borner, K","Bollen, Johan|Crandall, David|Junk, Damion|Ding, Ying|Boerner, Katy","Bollen, Johan|Crandall, David|Junk, Damion|Ding, Ying|Boerner, Katy"
WOS:000331365900005,From funding agencies to scientific agency,"Bollen, J|Crandall, D|Junk, D|Ding, Y|Borner, K","Bollen, J|Crandall, D|Junk, D|Ding, Y|Borner, K","Bollen, Johan|Crandall, David|Junk, Damion|Ding, Ying|Boerner, Katy","Bollen, Johan|Crandall, David|Junk, Damion|Ding, Ying|Boerner, Katy"
WOS:000342987400009,Heterogeneous Networks on Multiple Levels,"Schreiber, F|Kerren, A|Borner, K|Hagen, H|Zeckzer, D","Schreiber, F|Kerren, A|Borner, K|Hagen, H|Zeckzer, D","Schreiber, Falk|Kerren, Andreas|Boerner, Katy|Hagen, Hans|Zeckzer, Dirk","Schreiber, Falk|Kerren, Andreas|Boerner, Katy|Hagen, Hans|Zeckzer, Dirk"
WOS:000318807000015,Evolving collaboration networks in Scientometrics in 1978-2010: a micro-macro analysis,"Chen, YW|Borner, K|Fang, S","Chen, YW|Borner, K|Fang, S","Chen, Yunwei|Boerner, Katy|Fang, Shu","Chen, Yunwei|Boerner, Katy|Fang, Shu"
WOS:000316252500042,Visualizing the Topical Structure of the Medical Sciences: A Self-Organizing Map Approach,"Skupin, A|Biberstine, JR|Borner, K","Skupin, A|Biberstine, JR|Borner, K","Skupin, Andre|Biberstine, Joseph R.|Boerner, Katy","Skupin, Andre|Biberstine, Joseph R.|Boerner, Katy"
WOS:000314394800003,Global Multi-Level Analysis of the 'Scientific Food Web',"Mazloumian, A|Helbing, D|Lozano, S|Light, RP|Borner, K","Mazloumian, A|Helbing, D|Lozano, S|Light, RP|Borner, K","Mazloumian, Amin|Helbing, Dirk|Lozano, Sergi|Light, Robert P.|Boerner, Katy","Mazloumian, Amin|Helbing, Dirk|Lozano, Sergi|Light, Robert P.|Boerner, Katy"
WOS:000353961700105,OPEN DATA AND OPEN CODE FOR BIG SCIENCE OF SCIENCE STUDIES,"Light, RP|Polley, DE|Borner, K","Light, RP|Polley, DE|Borner, K","Light, Robert P.|Polley, David E.|Boerner, Katy","Light, Robert P.|Polley, David E.|Boerner, Katy"
WOS:000353961700125,'SEED plus EXPAND': A VALIDATED METHODOLOGY FOR CREATING HIGH QUALITY PUBLICATION OEUVRES OF INDIVIDUAL RESEARCHERS,"Reijnhoudt, L|Costas, R|Noyons, E|Borner, K|Scharnhorst, A","Reijnhoudt, L|Costas, R|Noyons, E|Borner, K|Scharnhorst, A","Reijnhoudt, Linda|Costas, Rodrigo|Noyons, Ed|Borner, Katy|Scharnhorst, Andrea","Reijnhoudt, Linda|Costas, Rodrigo|Noyons, Ed|Borner, Katy|Scharnhorst, Andrea"
WOS:000349249800005,Places & Spaces: Mapping Science,"Borner, K|Theriault, T|Gniady, T","Borner, K|Theriault, T|Gniady, T","Borner, Katy|Theriault, Todd|Gniady, Tassie","Borner, Katy|Theriault, Todd|Gniady, Tassie"
WOS:000455376400070,Mapping the Intersection of Science & Philosophy,"Murdock, J|Light, R|Allen, C|Borner, K","Murdock, J|Light, R|Allen, C|Borner, K","Murdock, Jaimie|Light, Robert|Allen, Colin|Borner, Katy","Murdock, Jaimie|Light, Robert|Allen, Colin|Borner, Katy"
WOS:000312246900009,Theoretical and technological building blocks for an innovation accelerator,"van Harmelen, F|Kampis, G|Borner, K|van den Besselaar, P|Schultes, E|Goble, C|Groth, P|Mons, B|Anderson, S|Decker, S|Hayes, C|Buecheler, T|Helbing, D","van Harmelen, F|Kampis, G|Borner, K|van den Besselaar, P|Schultes, E|Goble, C|Groth, P|Mons, B|Anderson, S|Decker, S|Hayes, C|Buecheler, T|Helbing, D","van Harmelen, F.|Kampis, G.|Boerner, K.|van den Besselaar, P.|Schultes, E.|Goble, C.|Groth, P.|Mons, B.|Anderson, S.|Decker, S.|Hayes, C.|Buecheler, T.|Helbing, D.","van Harmelen, F.|Kampis, G.|Boerner, K.|van den Besselaar, P.|Schultes, E.|Goble, C.|Groth, P.|Mons, B.|Anderson, S.|Decker, S.|Hayes, C.|Buecheler, T.|Helbing, D."
WOS:000306815300016,Visual Strategies: A Practical Guide to Graphics for Scientists and Engineers,"Borner, K","Borner, K","Boerner, Katy","Boerner, Katy"
WOS:000306366400009,Design and Update of a Classification System: The UCSD Map of Science,"Borner, K|Klavans, R|Patek, M|Zoss, AM|Biberstine, JR|Light, RP|Lariviere, V|Boyack, KW","Borner, K|Klavans, R|Patek, M|Zoss, AM|Biberstine, JR|Light, RP|Lariviere, V|Boyack, KW","Boerner, Katy|Klavans, Richard|Patek, Michael|Zoss, Angela M.|Biberstine, Joseph R.|Light, Robert P.|Lariviere, Vincent|Boyack, Kevin W.","Boerner, Katy|Klavans, Richard|Patek, Michael|Zoss, Angela M.|Biberstine, Joseph R.|Light, Robert P.|Lariviere, Vincent|Boyack, Kevin W."
WOS:000302478200024,Mapping interactions within the evolving science of science and innovation policy community,"Zoss, AM|Borner, K","Zoss, AM|Borner, K","Zoss, Angela M.|Boerner, Katy","Zoss, Angela M.|Boerner, Katy"
WOS:000304017900003,"An Introduction to Modeling Science: Basic Model Types, Key Definitions, and a General Framework for the Comparison of Process Models","Borner, K|Boyack, KW|Milojevic, S|Morris, S","Borner, K|Boyack, KW|Milojevic, S|Morris, S","Boerner, Katy|Boyack, Kevin W.|Milojevic, Stasa|Morris, Steven","Boerner, Katy|Boyack, Kevin W.|Milojevic, Stasa|Morris, Steven"
WOS:000304017900001,Models of Science Dynamics Encounters Between Complexity Theory and Information Sciences Foreword,"Scharnhorst, A|Borner, K|van den Besselaar, P","Scharnhorst, A|Borner, K|van den Besselaar, P","Scharnhorst, Andrea|Borner, Katy|van den Besselaar, Peter","Scharnhorst, Andrea|Borner, Katy|van den Besselaar, Peter"
WOS:000304017900010,Science Policy and the Challenges for Modeling Science,"van den Besselaar, P|Borner, K|Scharnhorst, A","van den Besselaar, P|Borner, K|Scharnhorst, A","van den Besselaar, Peter|Boerner, Katy|Scharnhorst, Andrea","van den Besselaar, Peter|Boerner, Katy|Scharnhorst, Andrea"
WOS:000294839200025,Mixed-indicators model for identifying emerging research areas,"Guo, HN|Weingart, S|Borner, K","Guo, HN|Weingart, S|Borner, K","Guo, Hanning|Weingart, Scott|Boerner, Katy","Guo, Hanning|Weingart, Scott|Boerner, Katy"
WOS:000294839200020,Modeling science: studying the structure and dynamics of science,"Borner, K|Glanzel, W|Scharnhorst, A|van den Besselaar, P","Borner, K|Glanzel, W|Scharnhorst, A|van den Besselaar, P","Boerner, Katy|Glanzel, Wolfgang|Scharnhorst, Andrea|van den Besselaar, Peter","Boerner, Katy|Glanzel, Wolfgang|Scharnhorst, Andrea|van den Besselaar, Peter"
WOS:000288514600022,Clustering More than Two Million Biomedical Publications: Comparing the Accuracies of Nine Text-Based Similarity Approaches,"Boyack, KW|Newman, D|Duhon, RJ|Klavans, R|Patek, M|Biberstine, JR|Schijvenaars, B|Skupin, A|Ma, NAL|Borner, K","Boyack, KW|Newman, D|Duhon, RJ|Klavans, R|Patek, M|Biberstine, JR|Schijvenaars, B|Skupin, A|Ma, NAL|Borner, K","Boyack, Kevin W.|Newman, David|Duhon, Russell J.|Klavans, Richard|Patek, Michael|Biberstine, Joseph R.|Schijvenaars, Bob|Skupin, Andre|Ma, Nianli|Boerner, Katy","Boyack, Kevin W.|Newman, David|Duhon, Russell J.|Klavans, Richard|Patek, Michael|Biberstine, Joseph R.|Schijvenaars, Bob|Skupin, Andre|Ma, Nianli|Boerner, Katy"
WOS:000289938200025,Plug-and-Play Macroscopes,"Borner, K","Borner, K","Boerner, Katy","Boerner, Katy"
WOS:000305337100096,Mapping Interactions Within the Evolving Science of Science and Innovation Policy Community,"Zoss, AM|Borner, K","Zoss, AM|Borner, K","Zoss, Angela M.|Boerner, Katy","Zoss, Angela M.|Boerner, Katy"
WOS:000285626000002,Approaches to understanding and measuring interdisciplinary scientific research (IDR): A review of the literature,"Wagner, CS|Roessner, JD|Bobb, K|Klein, JT|Boyack, KW|Keyton, J|Rafols, I|Borner, K","Wagner, CS|Roessner, JD|Bobb, K|Klein, JT|Boyack, KW|Keyton, J|Rafols, I|Borner, K","Wagner, Caroline S.|Roessner, J. David|Bobb, Kamau|Klein, Julie Thompson|Boyack, Kevin W.|Keyton, Joann|Rafols, Ismael|Boerner, Katy","Wagner, Caroline S.|Roessner, J. David|Bobb, Kamau|Klein, Julie Thompson|Boyack, Kevin W.|Keyton, Joann|Rafols, Ismael|Boerner, Katy"
WOS:000283509500018,Advancing the Science of Team Science,"Falk-Krzesinski, HJ|Borner, K|Contractor, N|Fiore, SM|Hall, KL|Keyton, J|Spring, B|Stokols, D|Trochim, W|Uzzi, B","Falk-Krzesinski, HJ|Borner, K|Contractor, N|Fiore, SM|Hall, KL|Keyton, J|Spring, B|Stokols, D|Trochim, W|Uzzi, B","Falk-Krzesinski, Holly J.|Boerner, Katy|Contractor, Noshir|Fiore, Stephen M.|Hall, Kara L.|Keyton, Joann|Spring, Bonnie|Stokols, Daniel|Trochim, William|Uzzi, Brian","Falk-Krzesinski, Holly J.|Boerner, Katy|Contractor, Noshir|Fiore, Stephen M.|Hall, Kara L.|Keyton, Joann|Spring, Bonnie|Stokols, Daniel|Trochim, William|Uzzi, Brian"
WOS:000288437200001,A Multi-Level Systems Perspective for the Science of Team Science,"Borner, K|Contractor, N|Falk-Krzesinski, HJ|Fiore, SM|Hall, KL|Keyton, J|Spring, B|Stokols, D|Trochim, W|Uzzi, B","Borner, K|Contractor, N|Falk-Krzesinski, HJ|Fiore, SM|Hall, KL|Keyton, J|Spring, B|Stokols, D|Trochim, W|Uzzi, B","Boerner, Katy|Contractor, Noshir|Falk-Krzesinski, Holly J.|Fiore, Stephen M.|Hall, Kara L.|Keyton, Joann|Spring, Bonnie|Stokols, Daniel|Trochim, William|Uzzi, Brian","Boerner, Katy|Contractor, Noshir|Falk-Krzesinski, Holly J.|Fiore, Stephen M.|Hall, Kara L.|Keyton, Joann|Spring, Bonnie|Stokols, Daniel|Trochim, William|Uzzi, Brian"
WOS:000277418400020,Rete-netzwerk-red: analyzing and visualizing scholarly networks using the Network Workbench Tool,"Borner, K|Huang, WX|Linnemeier, M|Duhon, RJ|Phillips, P|Ma, NL|Zoss, AM|Guo, HN|Price, MA","Borner, K|Huang, WX|Linnemeier, M|Duhon, RJ|Phillips, P|Ma, NL|Zoss, AM|Guo, HN|Price, MA","Boerner, Katy|Huang, Weixia|Linnemeier, Micah|Duhon, Russell J.|Phillips, Patrick|Ma, Nianli|Zoss, Angela M.|Guo, Hanning|Price, Mark A.","Boerner, Katy|Huang, Weixia|Linnemeier, Micah|Duhon, Russell J.|Phillips, Patrick|Ma, Nianli|Zoss, Angela M.|Guo, Hanning|Price, Mark A."
WOS:000284854200046,Semantic Web Portal: A Platform for Better Browsing and Visualizing Semantic Data,"Ding, Y|Sun, YY|Chen, B|Borner, K|Ding, L|Wild, D|Wu, M|DiFranzo, D|Fuenzalida, AG|Li, DF|Milojevic, S|Chen, SS|Sankaranarayanan, M|Toma, I","Ding, Y|Sun, YY|Chen, B|Borner, K|Ding, L|Wild, D|Wu, M|DiFranzo, D|Fuenzalida, AG|Li, DF|Milojevic, S|Chen, SS|Sankaranarayanan, M|Toma, I","Ding, Ying|Sun, Yuyin|Chen, Bin|Borner, Katy|Ding, Li|Wild, David|Wu, Melanie|DiFranzo, Dominic|Fuenzalida, Alvaro Graves|Li, Daifeng|Milojevic, Stasa|Chen, ShanShan|Sankaranarayanan, Madhuvanthi|Toma, Ioan","Ding, Ying|Sun, Yuyin|Chen, Bin|Borner, Katy|Ding, Li|Wild, David|Wu, Melanie|DiFranzo, Dominic|Fuenzalida, Alvaro Graves|Li, Daifeng|Milojevic, Stasa|Chen, ShanShan|Sankaranarayanan, Madhuvanthi|Toma, Ioan"
WOS:000280121900028,Where Are the Academic Jobs? Interactive Exploration of Job Advertisements in Geospatial and Topical Space,"Zoss, AM|Conover, M|Borner, K","Zoss, AM|Conover, M|Borner, K","Zoss, Angela M.|Conover, Michael|Boerner, Katy","Zoss, Angela M.|Conover, Michael|Boerner, Katy"
WOS:000268350400016,Open Data and Open Code for S&T Assessment,"Borner, K|Ma, NL|Duhon, RJ|Zoss, AM","Borner, K|Ma, NL|Duhon, RJ|Zoss, AM","Boerner, Katy|Ma, Nianli|Duhon, Russell J.|Zoss, Angela M.","Boerner, Katy|Ma, Nianli|Duhon, Russell J.|Zoss, Angela M."
WOS:000267144200001,Visual conceptualizations and models of science,"Borner, K|Scharnhorst, A","Borner, K|Scharnhorst, A","Borner, Katy|Scharnhorst, Andrea","Borner, Katy|Scharnhorst, Andrea"
WOS:000265778100001,The Scholarly Database and its utility for scientometrics research,"LaRowe, G|Ambre, S|Burgoon, J|Ke, W|Borner, K","LaRowe, G|Ambre, S|Burgoon, J|Ke, W|Borner, K","LaRowe, Gavin|Ambre, Sumeet|Burgoon, John|Ke, Weimao|Boerner, Katy","LaRowe, Gavin|Ambre, Sumeet|Burgoon, John|Ke, Weimao|Boerner, Katy"
WOS:000264487900003,Mapping the structure and evolution of chemistry research,"Boyack, KW|Borner, K|Klavans, R","Boyack, KW|Borner, K|Klavans, R","Boyack, Kevin W.|Boerner, Katy|Klavans, Richard","Boyack, Kevin W.|Boerner, Katy|Klavans, Richard"
WOS:000271080100009,Rete-Netzwerk-Red: Analyzing and Visualizing Scholarly Networks Using the Network Workbench Tool,"Borner, K|Huang, BN|Linnemeier, M|Duhon, RJ|Phillips, P|Ma, NNL|Zoss, A|Guo, HN|Price, MA","Borner, K|Huang, BN|Linnemeier, M|Duhon, RJ|Phillips, P|Ma, NNL|Zoss, A|Guo, HN|Price, MA","Boerner, Katy|Huang, Bonnie (Weixia)|Linnemeier, Micah|Duhon, Russell J.|Phillips, Patrick|Ma, Ninali|Zoss, Angela|Guo, Hanning|Price, Mark A.","Boerner, Katy|Huang, Bonnie (Weixia)|Linnemeier, Micah|Duhon, Russell J.|Phillips, Patrick|Ma, Ninali|Zoss, Angela|Guo, Hanning|Price, Mark A."
WOS:000257564800019,Calling on a million minds for community annotation in WikiProteins,"Mons, B|Ashburner, M|Chichester, C|van Mulligen, E|Weeber, M|den Dunnen, J|van Ommen, GJ|Musen, M|Cockerill, M|Hermjakob, H|Mons, A|Packer, A|Pacheco, R|Lewis, S|Berkeley, A|Melton, W|Barris, N|Wales, J|Meijssen, G|Moeller, E|Roes, PJ|Borner, K|Bairoch, A","Mons, B|Ashburner, M|Chichester, C|van Mulligen, E|Weeber, M|den Dunnen, J|van Ommen, GJ|Musen, M|Cockerill, M|Hermjakob, H|Mons, A|Packer, A|Pacheco, R|Lewis, S|Berkeley, A|Melton, W|Barris, N|Wales, J|Meijssen, G|Moeller, E|Roes, PJ|Borner, K|Bairoch, A","Mons, Barend|Ashburner, Michael|Chichester, Christine|van Mulligen, Erik|Weeber, Marc|den Dunnen, Johan|van Ommen, Gert-Jan|Musen, Mark|Cockerill, Matthew|Hermjakob, Henning|Mons, Albert|Packer, Abel|Pacheco, Roberto|Lewis, Suzanna|Berkeley, Alfred|Melton, William|Barris, Nickolas|Wales, Jimmy|Meijssen, Gerard|Moeller, Erik|Roes, Peter Jan|Borner, Katy|Bairoch, Amos","Mons, Barend|Ashburner, Michael|Chichester, Christine|van Mulligen, Erik|Weeber, Marc|den Dunnen, Johan|van Ommen, Gert-Jan|Musen, Mark|Cockerill, Matthew|Hermjakob, Henning|Mons, Albert|Packer, Abel|Pacheco, Roberto|Lewis, Suzanna|Berkeley, Alfred|Melton, William|Barris, Nickolas|Wales, Jimmy|Meijssen, Gerard|Moeller, Erik|Roes, Peter Jan|Borner, Katy|Bairoch, Amos"
WOS:000259178400065,113 years of Physical Review: Using flow maps to show temporal and topical citation patterns,"Herr, BW|Duhon, RJ|Borner, K|Hardy, EF|Penumarthy, S","Herr, BW|Duhon, RJ|Borner, K|Hardy, EF|Penumarthy, S","Herr, Bruce W., II|Duhon, Russell J.|Boerner, Katy|Hardy, Elisha F.|Penumarthy, Shashikant","Herr, Bruce W., II|Duhon, Russell J.|Boerner, Katy|Hardy, Elisha F.|Penumarthy, Shashikant"
WOS:000250434800002,Mapping humanity's knowledge and expertise in the digital domain,"Skupin, A|Borner, K","Skupin, A|Borner, K","Skupin, Andre|Borner, Katy","Skupin, Andre|Borner, Katy"
WOS:000250434800005,"Making sense of mankind's scholarly knowledge and expertise: collecting, interlinking, and organizing what we know and different approaches to mapping (network) science","Borner, K","Borner, K","Borner, Katy","Borner, Katy"
WOS:000253831700005,Taxonomy visualization in support of the semi-automatic validation and optimization of organizational schemas,"Borner, K|Hardy, E|Herr, B|Holloway, T|Paley, WB","Borner, K|Hardy, E|Herr, B|Holloway, T|Paley, WB","Borner, Katy|Hardy, Elisha|Herr, Bruce|Holloway, Todd|Paley, W. Bradford","Borner, Katy|Hardy, Elisha|Herr, Bruce|Holloway, Todd|Paley, W. Bradford"
WOS:000248485200018,"Representing, analyzing, and visualizing scholarly data in support of research management","Neirynck, T|Borner, K","Neirynck, T|Borner, K","Neirynck, Thomas|Boerner, Katy","Neirynck, Thomas|Boerner, Katy"
WOS:000242813600013,Network science,"Borner, K|Sanyal, S|Vespignani, A","Borner, K|Sanyal, S|Vespignani, A","Borner, Katy|Sanyal, Soma|Vespignani, Alessandro","Borner, Katy|Sanyal, Soma|Vespignani, Alessandro"
WOS:000248116200003,Computational diagnostics: A novel approach to viewing medical data,"Mane, KK|Borner, K","Mane, KK|Borner, K","Mane, Ketan K.|Boerner, Katy","Mane, Ketan K.|Boerner, Katy"
WOS:000244051800005,Analyzing and visualizing the semantic coverage of Wikipedia and its authors,"Holloway, T|Bozicevic, M|Borner, K","Holloway, T|Bozicevic, M|Borner, K","Holloway, Todd|Bozicevic, Miran|Borner, Katy","Holloway, Todd|Bozicevic, Miran|Borner, Katy"
WOS:000250317700011,Mapping the structure and evolution of chemistry research,"Boyack, KW|Borner, K|Klavans, R","Boyack, KW|Borner, K|Klavans, R","Boyack, Kevin W.|Boerner, Katy|Klavans, Richard","Boyack, Kevin W.|Boerner, Katy|Klavans, Richard"
WOS:000250317700050,The scholarly database and its utility for scientometrics research,"LaRowe, G|Ambre, S|Burgoon, J|Ke, W|Borner, K","LaRowe, G|Ambre, S|Burgoon, J|Ke, W|Borner, K","LaRowe, Gavin|Ambre, Sumeet|Burgoon, John|Ke, Weimao|Boerner, Katy","LaRowe, Gavin|Ambre, Sumeet|Burgoon, John|Ke, Weimao|Boerner, Katy"
WOS:000239300600007,Mapping the diffusion of scholarly knowledge among major US research institutions,"Borner, K|Penumarthy, S|Meiss, M|Ke, WM","Borner, K|Penumarthy, S|Meiss, M|Ke, WM","Borner, Katy|Penumarthy, Shashikant|Meiss, Mark|Ke, Weimao","Borner, Katy|Penumarthy, Shashikant|Meiss, Mark|Ke, Weimao"
WOS:000239752200003,"Scholarly networks on resilience, vulnerability and adaptation within the human dimensions of global environmental change","Janssen, MA|Schoon, ML|Ke, WM|Borner, K","Janssen, MA|Schoon, ML|Ke, WM|Borner, K","Janssen, Marco A.|Schoon, Michael L.|Ke, Weimao|Borner, Katy","Janssen, Marco A.|Schoon, Michael L.|Ke, Weimao|Borner, Katy"
WOS:000239814800037,Mapping scientific disciplines and author expertise based on personal bibliography files,"Murray, C|Ke, WM|Borner, K","Murray, C|Ke, WM|Borner, K","Murray, Colin|Ke, Weimao|Borner, Katy","Murray, Colin|Ke, Weimao|Borner, Katy"
WOS:000245626300011,Designing highly flexible and usable cyberinfrastructures for convergence,"Herr, BW|Huang, WX|Penumarthy, S|Borner, K","Herr, BW|Huang, WX|Penumarthy, S|Borner, K","Herr, Bruce W.|Huang, Weixua|Penumarthy, Shashikant|Borner, Katy","Herr, Bruce W.|Huang, Weixua|Penumarthy, Shashikant|Borner, Katy"
WOS:000237098700033,SRS browser: A visual interface to the sequence retrieval system,"Mane, KK|Borner, K","Mane, KK|Borner, K","Mane, Ketan K.|Borner, Katy","Mane, Ketan K.|Borner, Katy"
WOS:000233426001331,Data visualization of multiparameter information in acute lymphoblastic leukemia expands the ability to explore prognostic factors.,"Ragg, S|Rosenman, MB|Doucette, EM|Yan, Z|Haydon, JC|Paine, JH|Lee, ND|Vik, T|Mane, K|Borner, K","Ragg, S|Rosenman, MB|Doucette, EM|Yan, Z|Haydon, JC|Paine, JH|Lee, ND|Vik, T|Mane, K|Borner, K","Ragg, S|Rosenman, MB|Doucette, EM|Yan, Z|Haydon, JC|Paine, JH|Lee, ND|Vik, T|Mane, K|Borner, K","Ragg, S|Rosenman, MB|Doucette, EM|Yan, Z|Haydon, JC|Paine, JH|Lee, ND|Vik, T|Mane, K|Borner, K"
WOS:000231158100006,Mapping the backbone of science,"Boyack, KW|Klavans, R|Borner, K","Boyack, KW|Klavans, R|Borner, K","Boyack, KW|Klavans, R|Borner, K","Boyack, KW|Klavans, R|Borner, K"
WOS:000230036400017,Trends in animal behaviour research (1968-2002): ethoinformatics and the mining of library databases,"Ord, TJ|Martins, EP|Thakur, S|Mane, KK|Borner, K","Ord, TJ|Martins, EP|Thakur, S|Mane, KK|Borner, K","Ord, TJ|Martins, EP|Thakur, S|Mane, KK|Borner, K","Ord, TJ|Martins, EP|Thakur, S|Mane, KK|Borner, K"
WOS:000228469000006,Studying the emerging global brain: Analyzing and visualizing the impact of co-authorship teams,"Borner, K|Dall'Asta, L|Ke, WM|Vespignani, A","Borner, K|Dall'Asta, L|Ke, WM|Vespignani, A","Borner, K|Dall'Asta, L|Ke, WM|Vespignani, A","Borner, K|Dall'Asta, L|Ke, WM|Vespignani, A"
WOS:000228559100001,Special issue: Collaborative information visualization environments - Guest editors' introduction,"Borner, K|Navarro-Prieto, R","Borner, K|Navarro-Prieto, R","Borner, K|Navarro-Prieto, R","Borner, K|Navarro-Prieto, R"
WOS:000228559100007,From spatial proximity to semantic coherence: A quantitative approach to the study of group dynamics in collaborative virtual environments,"Chen, CM|Borner, K","Chen, CM|Borner, K","Chen, CM|Borner, K","Chen, CM|Borner, K"
WOS:000234379200002,Unstructured Peer-to-Peer networks: Topological properties and search performance,"Fletcher, GHL|Sheth, HA|Borner, K","Fletcher, GHL|Sheth, HA|Borner, K","Fletcher, GHL|Sheth, HA|Borner, K","Fletcher, GHL|Sheth, HA|Borner, K"
WOS:000232263300012,Semantic correspondence in federated life science data integration systems,"Mahoui, M|Kulkarni, H|Li, NH|Ben-Miled, Z|Borner, K","Mahoui, M|Kulkarni, H|Li, NH|Ben-Miled, Z|Borner, K","Mahoui, M|Kulkarni, H|Li, NH|Ben-Miled, Z|Borner, K","Mahoui, M|Kulkarni, H|Li, NH|Ben-Miled, Z|Borner, K"
WOS:000228825300019,Visualizing social patterns in virtual environments on a local and global scale,"Borner, K|Penumarthy, S|DeVarco, BJ|Kerney, C","Borner, K|Penumarthy, S|DeVarco, BJ|Kerney, C","Borner, K|Penumarthy, S|DeVarco, BJ|Kerney, C","Borner, K|Penumarthy, S|DeVarco, BJ|Kerney, C"
WOS:000232759800076,Spatio-temporal information production and consumption of major US research institutions,"Borner, K|Penumarthy, S","Borner, K|Penumarthy, S","Borner, K|Penumarthy, S","Borner, K|Penumarthy, S"
WOS:000220823000001,Mapping knowledge domains,"Shiffrin, RM|Borner, K","Shiffrin, RM|Borner, K","Shiffrin, RM|Borner, K","Shiffrin, RM|Borner, K"
WOS:000220823000014,The simultaneous evolution of author and paper networks,"Borner, K|Maru, JT|Goldstone, RL","Borner, K|Maru, JT|Goldstone, RL","Borner, K|Maru, JT|Goldstone, RL","Borner, K|Maru, JT|Goldstone, RL"
WOS:000220823000017,Mapping topics and topic bursts in PNAS,"Mane, KK|Borner, K","Mane, KK|Borner, K","Mane, KK|Borner, K","Mane, KK|Borner, K"
WOS:000222769900003,Visualizing the VLearn3D 2002 Conference in space and time,"Borner, K|Lee, GJ|Penumarthy, S|Jones, RJ","Borner, K|Lee, GJ|Penumarthy, S|Jones, RJ","Borner, K|Lee, GJ|Penumarthy, S|Jones, RJ","Borner, K|Lee, GJ|Penumarthy, S|Jones, RJ"
WOS:000222769900031,Content coverage of animal behavior data,"Thakur, S|Borner, K|Mane, K|Martins, E|Ord, T","Thakur, S|Borner, K|Mane, K|Martins, E|Ord, T","Thakur, S|Borner, K|Mane, K|Martins, E|Ord, T","Thakur, S|Borner, K|Mane, K|Martins, E|Ord, T"
WOS:000181238300011,Indicator-assisted evaluation and funding of research: Visualizing the influence of grants on the number and citation counts of research papers,"Boyack, KW|Borner, K","Boyack, KW|Borner, K","Boyack, KW|Borner, K","Boyack, KW|Borner, K"
WOS:000183728000086,International workshop on information visualization interfaces for retrieval and analysis (IVIRA) at the Joint Conference on Digital Libraries 2003,"Mostafa, J|Borner, K","Mostafa, J|Borner, K","Mostafa, J|Borner, K","Mostafa, J|Borner, K"
WOS:000179918000006,Visualizing knowledge domains,"Borner, K|Chen, CM|Boyack, KW","Borner, K|Chen, CM|Boyack, KW","Borner, K|Chen, CM|Boyack, KW","Borner, K|Chen, CM|Boyack, KW"
WOS:000180277800068,Visualizing knowledge domains,"Rasmussen, E|Atkins, HB|Borner, K|McCain, KW","Rasmussen, E|Atkins, HB|Borner, K|McCain, KW","Rasmussen, E|Atkins, HB|Borner, K|McCain, KW","Rasmussen, E|Atkins, HB|Borner, K|McCain, KW"
WOS:000180137200020,"Twin worlds: Augmenting, evaluating, and studying three-dimensional digital cities and their evolving communities","Borner, K","Borner, K","Borner, K","Borner, K"
WOS:000177323000004,Visualizing the spatial and temporal distribution of user interaction data collected in three-dimensional virtual worlds,"Borner, K|Hazlewood, WR|Lin, SM","Borner, K|Hazlewood, WR|Lin, SM","Borner, K|Hazlewood, WR|Lin, SM","Borner, K|Hazlewood, WR|Lin, SM"
WOS:000181620100001,"Visual interfaces to digital libraries: Motivation, utilization, and socio-technical challenges","Borner, K|Chen, CM","Borner, K|Chen, CM","Borner, K|Chen, CM","Borner, K|Chen, CM"
WOS:000181620100017,Top ten problems in visual interfaces to digital libraries,"Chen, CM|Borner, K","Chen, CM|Borner, K","Chen, CM|Borner, K","Chen, CM|Borner, K"
WOS:000176709300023,Using Semantic Treemaps to categorize and visualize bookmark files,"Feng, Y|Borner, K","Feng, Y|Borner, K","Feng, Y|Borner, K","Feng, Y|Borner, K"
WOS:000170725100001,Efficient case-based structure generation for design support,"Borner, K","Borner, K","Borner, K","Borner, K"
WOS:000171392800018,Visualizing chat log data collected in 3-D virtual worlds,"Borner, K|Lin, YC","Borner, K|Lin, YC","Borner, K|Lin, YC","Borner, K|Lin, YC"
WOS:000171392800036,A software repository for education and research in information visualization,"Borner, K|Zhou, YZ","Borner, K|Zhou, YZ","Borner, K|Zhou, YZ","Borner, K|Zhou, YZ"
WOS:000089401000013,LVis - Digital Library Visualizer,"Borner, K|Dillon, A|Dolinsky, M","Borner, K|Dillon, A|Dolinsky, M","Borner, K|Dillon, A|Dolinsky, M","Borner, K|Dillon, A|Dolinsky, M"
WOS:000089401000028,Searching for the perfect match: A comparison of free sorting results for images by human subjects and by Latent Semantic Analysis techniques,"Borner, K","Borner, K","Borner, K","Borner, K"
WOS:000086471500023,Visible threads: A smart VR interface to digital libraries,"Borner, K","Borner, K","Borner, K","Borner, K"
